team,match,day,week,placement_points,kill_points,total_points,cumulative_points,rolling_avg_points,wins,alive_circle1,alive_circle2,alive_circle3,alive_circle4,alive_circle5,alive_circle6,alive_circle7,alive_circle8,alive_circle9,favored_circle1,favored_circle2,favored_circle3,favored_circle4,favored_circle5,favored_circle6,favored_circle7,favored_circle8,favored_circle9,total_circles_alive,total_favorable_circles,circle_favor_proportion,34569_alive,34569_favorable,34569_favor_proportion,34569_favor_proportion_new,relative_circle_favor
C9,29,8,4,1,3,4,194,6.784321203,0,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,NA,NA,NA,6,3,0.5,4,1,0.25,0.166666667,-1.10569689
END,29,8,4,10,9,19,194,6.445350389,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,9,5,0.555555556,5,3,0.6,0.333333333,-1.050141334
EU,29,8,4,5,13,18,178,5.925688272,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,9,2,0.222222222,5,1,0.2,0.111111111,-1.383474668
EXG,29,8,4,0,2,2,129,4.529414517,0,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,NA,0,-0.60569689
GG,29,8,4,0,2,2,199,6.833965252,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,5,2,0.4,3,1,0.333333333,0.2,-1.20569689
LZR,29,8,4,1,5,6,175,6.040897234,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,NA,NA,7,4,0.571428571,4,2,0.5,0.285714286,-1.034268318
NV,29,8,4,0,5,5,161,5.743364114,0,1,1,1,1,0,0,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,4,2,0.5,2,0,0,0,-1.10569689
P1E,29,8,4,4,5,9,196,6.638071638,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,NA,8,5,0.625,4,3,0.75,0.375,-0.98069689
PEC,29,8,4,2,2,4,102,3.469541466,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,NA,NA,7,3,0.428571429,4,2,0.5,0.285714286,-1.177125461
RUM,29,8,4,0,1,1,215,7.470445939,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,NA,NA,NA,6,4,0.666666667,4,3,0.75,0.5,-0.939030223
SA,29,8,4,0,0,0,118,4.068071991,0,1,1,1,1,0,0,0,0,0,1,1,1,0,NA,NA,NA,NA,NA,4,3,0.75,2,1,0.5,0.25,-0.85569689
SIM,29,8,4,6,6,12,126,4.362128173,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,9,7,0.777777778,5,3,0.6,0.333333333,-0.827919112
SSG,29,8,4,0,0,0,182,6.438828328,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,NA,NA,NA,6,3,0.5,4,2,0.5,0.333333333,-1.10569689
TS,29,8,4,0,4,4,201,6.927137089,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,NA,NA,NA,NA,5,3,0.6,3,1,0.333333333,0.2,-1.00569689
WC,29,8,4,0,0,0,147,5.095119268,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,NA,NA,NA,6,3,0.5,4,1,0.25,0.166666667,-1.10569689
BMG,30,8,4,2,7,9,113,3.629964114,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,NA,NA,7,0,0,4,0,0,0,-1.60569689
C9,30,8,4,5,6,11,205,6.678071203,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,9,8,0.888888889,5,4,0.8,0.444444444,-0.716808001
END,30,8,4,0,3,3,197,6.453683723,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,NA,NA,NA,6,3,0.5,4,1,0.25,0.166666667,-1.10569689
EU,30,8,4,3,2,5,183,5.971290124,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,NA,8,4,0.5,4,2,0.5,0.25,-1.10569689
EXG,30,8,4,1,0,1,130,4.649553406,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,NA,NA,NA,6,3,0.5,4,3,0.75,0.5,-1.10569689
GG,30,8,4,0,4,4,203,6.863131919,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,NA,NA,NA,6,4,0.666666667,4,2,0.5,0.333333333,-0.939030223
LZR,30,8,4,0,1,1,176,6.06983242,0,1,1,1,1,0,0,0,0,0,0,1,1,1,NA,NA,NA,NA,NA,4,3,0.75,2,2,1,0.5,-0.85569689
NV,30,8,4,10,10,20,181,5.812345596,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,9,5,0.555555556,5,2,0.4,0.222222222,-1.050141334
P1E,30,8,4,0,0,0,196,6.559830897,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,NA,NA,NA,NA,5,2,0.4,3,1,0.333333333,0.2,-1.20569689
PEC,30,8,4,0,2,2,104,3.449402577,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,6,0,0,4,0,0,0,-1.60569689
RUM,30,8,4,4,7,11,226,7.451464458,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,NA,8,5,0.625,4,3,0.75,0.375,-0.98069689
SA,30,8,4,0,4,4,122,4.076636805,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,NA,NA,NA,6,5,0.833333333,4,3,0.75,0.5,-0.772363556
SIM,30,8,4,6,7,13,139,4.457498543,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,9,6,0.666666667,5,4,0.8,0.444444444,-0.939030223
SSG,30,8,4,1,6,7,189,6.455494994,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,NA,NA,7,2,0.285714286,4,0,0,0,-1.319982604
TS,30,8,4,0,0,0,201,6.787785238,0,1,1,1,0,0,0,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,3,2,0.666666667,1,0,0,0,-0.939030223
WC,30,8,4,0,2,2,149,5.038174824,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,NA,NA,NA,NA,5,2,0.4,3,1,0.333333333,0.2,-1.20569689
BMG,31,8,4,0,0,0,113,3.731046365,0,1,1,1,1,0,0,0,0,NA,1,1,0,0,NA,NA,NA,NA,NA,4,2,0.5,2,0,0,0,-1.10569689
C9,31,8,4,0,0,0,205,6.690625316,0,1,1,1,1,1,0,0,0,NA,1,1,1,0,0,NA,NA,NA,NA,5,3,0.6,3,1,0.333333333,0.2,-1.00569689
END,31,8,4,0,1,1,198,6.452168571,0,1,1,1,1,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,4,0,0,2,0,0,0,-1.60569689
EU,31,8,4,0,1,1,184,5.986008739,0,1,1,1,0,0,0,0,0,NA,0,1,0,NA,NA,NA,NA,NA,NA,3,1,0.333333333,1,0,0,0,-1.272363556
EXG,31,8,4,10,8,18,148,4.766652973,1,1,1,1,1,1,1,1,1,NA,0,1,1,1,1,1,1,1,NA,8,7,0.875,4,4,1,0.5,-0.73069689
GG,31,8,4,6,3,9,212,6.825686032,0,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,0,1,NA,8,7,0.875,4,4,1,0.5,-0.73069689
LZR,31,8,4,5,11,16,192,6.111174411,0,1,1,1,1,1,1,1,1,NA,1,1,1,1,0,0,0,0,NA,8,4,0.5,4,2,0.5,0.25,-1.10569689
NV,31,8,4,0,4,4,185,5.867756851,0,1,1,1,1,1,0,0,0,NA,1,1,0,0,1,NA,NA,NA,NA,5,3,0.6,3,1,0.333333333,0.2,-1.00569689
P1E,31,8,4,2,4,6,202,6.448359035,0,1,1,1,1,1,1,1,0,NA,0,1,1,0,1,0,0,NA,NA,7,3,0.428571429,4,2,0.5,0.285714286,-1.177125461
PEC,31,8,4,0,2,2,106,3.434251062,0,1,1,1,1,1,0,0,0,NA,1,1,1,0,0,NA,NA,NA,NA,5,3,0.6,3,1,0.333333333,0.2,-1.00569689
RUM,31,8,4,1,1,2,228,7.401680908,0,1,1,1,1,1,1,1,0,NA,0,0,1,0,0,0,0,NA,NA,7,1,0.142857143,4,1,0.25,0.142857143,-1.462839747
SA,31,8,4,0,4,4,126,4.015597844,0,1,1,1,0,0,0,0,0,NA,1,1,0,NA,NA,NA,NA,NA,NA,3,2,0.666666667,1,0,0,0,-0.939030223
SIM,31,8,4,0,4,4,143,4.576546162,0,1,1,1,1,1,0,0,0,NA,1,1,1,0,0,NA,NA,NA,NA,5,3,0.6,3,1,0.333333333,0.2,-1.00569689
SSG,31,8,4,4,7,11,200,6.488828328,0,1,1,1,1,1,1,1,0,NA,0,1,0,0,0,1,0,NA,NA,7,2,0.285714286,4,1,0.25,0.142857143,-1.319982604
TS,31,8,4,3,4,7,208,6.68973329,0,1,1,1,1,1,1,1,0,NA,1,1,1,0,0,0,0,NA,NA,7,3,0.428571429,4,1,0.25,0.142857143,-1.177125461
WC,31,8,4,1,4,5,154,4.957871794,0,1,1,1,1,1,0,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,5,0,0,3,0,0,0,-1.60569689
BMG,32,8,4,5,0,5,118,3.796157927,0,1,1,1,1,1,1,1,0,NA,0,1,0,1,1,1,0,NA,NA,7,4,0.571428571,4,3,0.75,0.428571429,-1.034268318
C9,32,8,4,0,2,2,207,6.752694282,0,1,1,1,1,1,0,0,0,NA,1,1,1,0,0,NA,NA,NA,NA,5,3,0.6,3,1,0.333333333,0.2,-1.00569689
END,32,8,4,4,2,6,204,6.326002243,0,1,1,1,1,1,1,1,0,NA,0,0,1,1,0,0,0,NA,NA,7,2,0.285714286,4,2,0.5,0.285714286,-1.319982604
EU,32,8,4,1,6,7,191,5.881951944,0,1,1,1,1,1,1,0,0,NA,1,1,0,1,0,0,NA,NA,NA,6,3,0.5,4,1,0.25,0.166666667,-1.10569689
EXG,32,8,4,10,7,17,165,4.906409565,1,1,1,1,1,1,1,1,1,NA,0,1,1,1,1,1,1,1,NA,8,7,0.875,4,4,1,0.5,-0.73069689
GG,32,8,4,0,6,6,218,6.882684003,0,1,1,1,1,1,0,0,0,NA,1,0,0,0,0,NA,NA,NA,NA,5,1,0.2,3,0,0,0,-1.40569689
LZR,32,8,4,3,4,7,199,6.127807271,0,1,1,1,1,1,1,0,0,NA,0,0,0,1,1,0,NA,NA,NA,6,2,0.333333333,4,2,0.5,0.333333333,-1.272363556
NV,32,8,4,2,3,5,190,5.922117906,0,1,1,1,1,1,1,0,0,NA,1,1,0,1,1,0,NA,NA,NA,6,4,0.666666667,4,2,0.5,0.333333333,-0.939030223
P1E,32,8,4,0,0,0,202,6.384870191,0,1,1,1,1,1,0,0,0,NA,1,0,0,1,1,NA,NA,NA,NA,5,3,0.6,3,2,0.666666667,0.4,-1.00569689
PEC,32,8,4,0,1,1,107,3.41903808,0,1,1,1,1,0,0,0,0,NA,1,1,0,0,NA,NA,NA,NA,NA,4,2,0.5,2,0,0,0,-1.10569689
RUM,32,8,4,1,5,6,234,7.354216405,0,1,1,1,1,1,1,0,0,NA,0,0,0,0,0,0,NA,NA,NA,6,0,0,4,0,0,0,-1.60569689
SA,32,8,4,0,1,1,127,3.966510623,0,1,1,1,1,0,0,0,0,NA,1,1,1,1,NA,NA,NA,NA,NA,4,4,1,2,2,1,0.5,-0.60569689
SIM,32,8,4,0,5,5,148,4.660521822,0,1,1,1,1,1,0,0,0,NA,1,1,1,0,0,NA,NA,NA,NA,5,3,0.6,3,1,0.333333333,0.2,-1.00569689
SSG,32,8,4,6,10,16,216,6.563067679,0,1,1,1,1,1,1,1,1,NA,1,1,0,0,0,0,0,0,NA,8,2,0.25,4,0,0,0,-1.35569689
TS,32,8,4,0,2,2,210,6.638820511,0,1,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,NA,0,-1.60569689
WC,32,8,4,0,4,4,158,4.891137514,0,1,1,1,1,0,0,0,0,NA,0,0,1,1,NA,NA,NA,NA,NA,4,2,0.5,2,2,1,0.5,-1.10569689
BMG,33,9,5,6,7,13,131,3.808538879,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,9,7,0.777777778,5,3,0.6,0.333333333,-0.827919112
C9,33,9,5,10,9,19,226,6.774599043,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,9,8,0.888888889,5,4,0.8,0.444444444,-0.716808001
END,33,9,5,0,2,2,206,6.206954623,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,NA,NA,NA,NA,5,3,0.6,3,1,0.333333333,0.2,-1.00569689
EU,33,9,5,0,0,0,191,5.861951944,0,1,1,1,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,4,1,0.25,2,1,0.5,0.25,-1.35569689
EXG,33,9,5,0,4,4,169,5.05117147,0,1,1,1,1,0,0,0,0,0,0,1,1,0,NA,NA,NA,NA,NA,4,2,0.5,2,1,0.5,0.25,-1.10569689
GG,33,9,5,5,3,8,226,6.946493527,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,NA,8,1,0.125,4,1,0.25,0.125,-1.48069689
LZR,33,9,5,4,3,7,206,6.194473938,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,NA,8,3,0.375,4,2,0.5,0.25,-1.23069689
NV,33,9,5,0,3,3,193,5.852594096,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,NA,NA,NA,6,1,0.166666667,4,1,0.25,0.166666667,-1.439030223
P1E,33,9,5,0,0,0,202,6.352489239,0,1,1,1,1,0,0,0,0,0,0,1,1,1,NA,NA,NA,NA,NA,4,3,0.75,2,2,1,0.5,-0.85569689
PEC,33,9,5,0,6,6,113,3.405704747,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,6,0,0,4,0,0,0,-1.60569689
RUM,33,9,5,3,7,10,244,7.264692596,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,NA,8,2,0.25,4,1,0.25,0.125,-1.35569689
SA,33,9,5,0,2,2,129,3.907463004,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,NA,NA,NA,6,4,0.666666667,4,2,0.5,0.333333333,-0.939030223
SIM,33,9,5,2,4,6,154,4.688140869,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,NA,8,5,0.625,4,4,1,0.5,-0.98069689
SSG,33,9,5,1,3,4,220,6.640210536,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0,NA,NA,7,4,0.571428571,4,3,0.75,0.428571429,-1.034268318
TS,33,9,5,1,5,6,216,6.698820511,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,NA,NA,NA,6,5,0.833333333,4,3,0.75,0.5,-0.772363556
WC,33,9,5,0,2,2,160,4.834947037,0,1,1,1,0,0,0,0,0,0,1,1,1,NA,NA,NA,NA,NA,NA,3,3,1,1,1,1,0.333333333,-0.60569689
BMG,34,9,5,0,2,2,133,3.829506621,0,1,1,1,1,0,0,0,0,0,0,1,1,0,NA,NA,NA,NA,NA,4,2,0.5,2,1,0.5,0.25,-1.10569689
C9,34,9,5,3,9,12,238,6.835351732,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0,NA,NA,7,4,0.571428571,4,3,0.75,0.428571429,-1.034268318
END,34,9,5,0,0,0,206,6.123979713,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,5,0,0,3,0,0,0,-1.60569689
EU,34,9,5,0,0,0,191,5.858188503,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,NA,NA,NA,NA,5,4,0.8,3,2,0.666666667,0.4,-0.80569689
EXG,34,9,5,4,2,6,175,5.09633276,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,NA,8,8,1,4,4,1,0.5,-0.60569689
GG,34,9,5,6,11,17,243,7.000973814,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,9,4,0.444444444,5,2,0.4,0.222222222,-1.161252445
LZR,34,9,5,0,2,2,208,6.194653149,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,NA,NA,NA,6,2,0.333333333,4,1,0.25,0.166666667,-1.272363556
NV,34,9,5,2,3,5,198,5.842379043,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,NA,NA,7,3,0.428571429,4,1,0.25,0.142857143,-1.177125461
P1E,34,9,5,10,7,17,219,6.293707877,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,9,7,0.777777778,5,4,0.8,0.444444444,-0.827919112
PEC,34,9,5,0,4,4,117,3.438500446,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,NA,NA,NA,6,1,0.166666667,4,1,0.25,0.166666667,-1.439030223
RUM,34,9,5,0,0,0,244,7.188169298,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,5,2,0.4,3,1,0.333333333,0.2,-1.20569689
SA,34,9,5,0,1,1,130,3.833448667,0,1,1,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0.5,0,0,NA,0,-1.10569689
SIM,34,9,5,1,7,8,162,4.693338002,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,NA,NA,7,0,0,4,0,0,0,-1.60569689
SSG,34,9,5,1,5,6,226,6.783221289,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,NA,NA,NA,6,4,0.666666667,4,2,0.5,0.333333333,-0.939030223
TS,34,9,5,5,6,11,227,6.723551693,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,9,5,0.555555556,5,4,0.8,0.444444444,-1.050141334
WC,34,9,5,0,1,1,161,4.769176428,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,NA,NA,NA,NA,5,2,0.4,3,1,0.333333333,0.2,-1.20569689
BMG,35,9,5,0,1,1,134,3.843357972,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,5,0,0,3,0,0,0,-1.60569689
C9,35,9,5,4,1,5,243,6.909169299,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,9,8,0.888888889,5,4,0.8,0.444444444,-0.716808001
END,35,9,5,0,3,3,209,6.021952686,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,5,1,0.2,3,1,0.333333333,0.2,-1.40569689
EU,35,9,5,10,9,19,210,5.826600665,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,9,6,0.666666667,5,3,0.6,0.333333333,-0.939030223
EXG,35,9,5,0,2,2,177,5.102920598,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,NA,NA,NA,NA,5,4,0.8,3,2,0.666666667,0.4,-0.80569689
GG,35,9,5,0,5,5,248,7.1249603,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,NA,NA,NA,NA,5,3,0.6,3,1,0.333333333,0.2,-1.00569689
LZR,35,9,5,5,4,9,217,6.177930176,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,9,6,0.666666667,5,3,0.6,0.333333333,-0.939030223
NV,35,9,5,0,1,1,199,5.887311475,0,1,1,1,0,0,0,0,0,0,1,1,1,NA,NA,NA,NA,NA,NA,3,3,1,1,1,1,0.333333333,-0.60569689
P1E,35,9,5,0,4,4,223,6.252829499,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,NA,NA,NA,NA,5,4,0.8,3,2,0.666666667,0.4,-0.80569689
PEC,35,9,5,0,2,2,119,3.472453148,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,NA,NA,NA,NA,5,2,0.4,3,1,0.333333333,0.2,-1.20569689
RUM,35,9,5,0,4,4,248,7.109453082,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,NA,NA,NA,6,2,0.333333333,4,0,0,0,-1.272363556
SA,35,9,5,1,1,2,132,3.774833802,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,NA,NA,7,5,0.714285714,4,3,0.75,0.428571429,-0.891411176
SIM,35,9,5,2,3,5,167,4.708878542,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,NA,NA,7,4,0.571428571,4,2,0.5,0.285714286,-1.034268318
SSG,35,9,5,3,5,8,234,6.865653721,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,9,7,0.777777778,5,4,0.8,0.444444444,-0.827919112
TS,35,9,5,6,12,18,245,6.762403045,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,9,6,0.666666667,5,3,0.6,0.333333333,-0.939030223
WC,35,9,5,1,2,3,164,4.684379131,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,NA,NA,7,0,0,4,0,0,0,-1.60569689
BMG,36,9,5,0,1,1,135,3.786260684,0,1,1,1,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,3,1,0.333333333,1,0,0,0,-1.272363556
C9,36,9,5,1,5,6,249,6.976314435,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,NA,NA,NA,NA,5,2,0.4,3,0,0,0,-1.20569689
END,36,9,5,2,4,6,215,5.915573101,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,5,1,0.2,3,0,0,0,-1.40569689
EU,36,9,5,0,3,3,213,5.853235434,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,NA,NA,NA,NA,5,3,0.6,3,1,0.333333333,0.2,-1.00569689
EXG,36,9,5,1,2,3,180,5.141836069,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,5,0,0,3,0,0,0,-1.60569689
GG,36,9,5,4,4,8,256,7.213158067,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,NA,8,3,0.375,4,2,0.5,0.25,-1.23069689
LZR,36,9,5,3,3,6,223,6.134708486,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,NA,NA,7,4,0.571428571,4,2,0.5,0.285714286,-1.034268318
NV,36,9,5,6,8,14,213,5.943930295,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,9,6,0.666666667,5,3,0.6,0.333333333,-0.939030223
P1E,36,9,5,0,1,1,224,6.228587074,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,NA,NA,NA,NA,5,5,1,3,3,1,0.6,-0.60569689
PEC,36,9,5,5,5,10,129,3.492867821,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,NA,8,8,1,4,4,1,0.5,-0.60569689
RUM,36,9,5,0,3,3,251,7.025402045,0,1,1,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,4,0,0,2,0,0,0,-1.60569689
SA,36,9,5,0,1,1,133,3.71933141,0,1,1,1,1,0,0,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,4,2,0.5,2,0,0,0,-1.10569689
SIM,36,9,5,0,0,0,167,4.696597841,0,1,1,1,0,0,0,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,3,2,0.666666667,1,0,0,0,-0.939030223
SSG,36,9,5,10,14,24,258,6.953373019,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,9,4,0.444444444,5,2,0.4,0.222222222,-1.161252445
TS,36,9,5,0,1,1,246,6.84278582,0,1,1,1,1,0,0,0,0,0,1,1,0,1,NA,NA,NA,NA,NA,4,3,0.75,2,1,0.5,0.25,-0.85569689
WC,36,9,5,0,3,3,167,4.609419003,0,1,1,1,1,0,0,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,4,2,0.5,2,0,0,0,-1.10569689
BMG,37,10,5,0,4,4,139,3.742369281,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,5,0,0,3,0,0,0,-1.60569689
C9,37,10,5,0,4,4,253,7.012211871,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,NA,NA,NA,NA,5,2,0.4,3,1,0.333333333,0.2,-1.20569689
END,37,10,5,0,2,2,217,5.832013523,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,5,0,0,3,0,0,0,-1.60569689
EU,37,10,5,1,1,2,215,5.904064996,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,NA,NA,NA,6,4,0.666666667,4,2,0.5,0.333333333,-0.939030223
EXG,37,10,5,4,8,12,192,5.14832174,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,NA,8,6,0.75,4,4,1,0.5,-0.85569689
GG,37,10,5,10,9,19,275,7.229900149,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,1,5,5,1,0.555555556,-0.60569689
LZR,37,10,5,0,4,4,227,6.090666253,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,NA,NA,NA,6,5,0.833333333,4,3,0.75,0.5,-0.772363556
NV,37,10,5,6,9,15,228,5.974096207,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,9,6,0.666666667,5,2,0.4,0.222222222,-0.939030223
P1E,37,10,5,1,1,2,226,6.160864601,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,NA,NA,7,3,0.428571429,4,2,0.5,0.285714286,-1.177125461
PEC,37,10,5,0,1,1,130,3.512324835,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,NA,NA,NA,NA,5,2,0.4,3,0,0,0,-1.20569689
RUM,37,10,5,3,2,5,256,6.949082286,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,NA,8,6,0.75,4,4,1,0.5,-0.85569689
SA,37,10,5,0,3,3,136,3.708471682,0,1,1,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,4,0,0,2,0,0,0,-1.60569689
SIM,37,10,5,2,5,7,174,4.733400254,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,NA,8,1,0.125,4,0,0,0,-1.48069689
SSG,37,10,5,5,2,7,265,7.013704844,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,9,3,0.333333333,5,2,0.4,0.222222222,-1.272363556
TS,37,10,5,0,4,4,250,6.912619907,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,NA,NA,NA,NA,5,3,0.6,3,2,0.666666667,0.4,-1.00569689
WC,37,10,5,0,0,0,167,4.611078128,0,1,1,1,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,3,1,0.333333333,1,0,0,0,-1.272363556
BMG,38,10,5,0,1,1,140,3.746654995,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA,5,2,0.4,3,2,0.666666667,0.4,-1.20569689
C9,38,10,5,10,10,20,273,7.048640442,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,9,4,0.444444444,5,2,0.4,0.222222222,-1.161252445
END,38,10,5,0,0,0,217,5.757727809,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,NA,NA,NA,6,3,0.5,4,2,0.5,0.333333333,-1.10569689
EU,38,10,5,5,5,10,225,5.889064996,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,9,7,0.777777778,5,4,0.8,0.444444444,-0.827919112
EXG,38,10,5,4,6,10,202,5.151893168,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,9,6,0.666666667,5,4,0.8,0.444444444,-0.939030223
GG,38,10,5,0,2,2,277,7.232757292,0,1,1,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,2,2,1,0,0,NA,0,-0.60569689
